otu_id	kingdom	phylum	class	order	family	genus	species
AB702753.1.1392	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
AB702756.1.1405	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Incertae Sedis	
AB702765.1.1492	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	
AB702766.1.1491	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
AB702771.1.1395	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
AB702802.1.1393	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4B4 group	
AB702839.1.1406	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] ventriosum group	
AB702870.1.1395	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	
AB702884.1.1495	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	
AB702916.1.1364	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Incertae Sedis	
AB733112.1.1328	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
AB735688.1.1201	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Jeotgalicoccus	
AB739697.1.1442	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
AB741661.1.1324	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	
AB741662.1.1324	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	
AB741663.1.1324	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	
AB741665.1.1324	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	
AB741688.1.1324	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	
AB741690.1.1324	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	
AB741696.1.1324	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	
AB742106.1.1431	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
AB746750.1.1530	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	
AB746810.1.1518	Bacteria	Bacillota	Clostridia	Clostridia UCG-014	Incertae Sedis	Incertae Sedis	
AB749382.1.1389	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
AB772259.1.1253	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	
AB775005.1.1253	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	
AB780934.1.1454	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	
AB819042.1.1224	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
AB821767.1.1524	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	
AB821808.1.1525	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Incertae Sedis	
AB822953.1.1572	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	
AB824383.1.1515	Bacteria	Bacillota	Clostridia	Clostridia UCG-014	Incertae Sedis	Incertae Sedis	
AB824585.1.1514	Bacteria	Bacillota	Clostridia	Clostridia vadinBB60 group	Incertae Sedis	Incertae Sedis	
AB824647.1.1509	Bacteria	Bacillota	Clostridia	Clostridia vadinBB60 group	Incertae Sedis	Incertae Sedis	
AB826025.1.1593	Bacteria	Bacillota	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas	
AB849349.1.1221	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
AB855773.1.1512	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	
AB861981.1.1489	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
AB874571.1.1447	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	
AB910337.1.1492	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
AB916501.1.1486	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	
AB920828.1.1412	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	
AB930590.1.1483	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Caproiciproducens	
AB934524.1.1365	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Incertae Sedis	
AB934533.1.1365	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Incertae Sedis	
AB934596.1.1362	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Incertae Sedis	
AB934611.1.1394	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	
AB934632.1.1349	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
AB934705.1.1348	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
AB934715.1.1349	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	
AB934716.1.1353	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	
AB934726.1.1341	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
AB934730.1.1351	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
AB934731.1.1350	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-003	
AB934732.1.1349	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	
AB934744.1.1341	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
AB934775.1.1342	Bacteria	Bacillota	Clostridia	Clostridia UCG-014	Incertae Sedis	Incertae Sedis	
AB934779.1.1351	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
AB934796.1.1350	Bacteria	Bacillota	Clostridia	Oscillospirales	UCG-010	Incertae Sedis	
AB934798.1.1350	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
AB934800.1.1322	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Incertae Sedis	Incertae Sedis	
AB934801.1.1351	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	
AB934802.1.1340	Bacteria	Cyanobacteriota	Vampirivibrionia	Gastranaerophilales	Gastranaerophilaceae	Incertae Sedis	
AB934822.1.1349	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	
AB934830.1.1348	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
AB934837.1.1365	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Incertae Sedis	
AB934839.1.1350	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-003	
AB934852.1.1327	Bacteria	Bacillota	Clostridia	Clostridia vadinBB60 group	Incertae Sedis	Incertae Sedis	
AB934853.1.1327	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	
AB934872.1.1350	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
AB934882.1.1351	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	
AB936635.1.1441	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Incertae Sedis	
AB969320.1.1524	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	
AB969372.1.1521	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
AB969380.1.1523	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
AB969399.1.1506	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
AB969443.1.1542	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	
AB969596.1.1523	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Extibacter	
AB969601.1.1522	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
AB969619.1.1529	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
AB971869.1.1245	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
ABCA03000037.60092.61588	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group	
ABDV01000025.23975.25492	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
ABDX01000067.78.1390	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
ABEZ02000012.1768.3258	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Intestinibacter	
ABEZ02000015.506.1996	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Intestinibacter	
ABGD02000021.1868.3380	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	
ABIK02000013.103269.104574	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Thomasclavelia	
ABIY02000114.1.1263	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
ABJL02000007.1225076.1226586	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
ABOU02000049.4536.6056	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
ABQC02000019.758957.760260	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
ABQR01000074.101.1610	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	
ABWK02000005.70.1618	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Mitsuokella	
ABWK02000010.137802.139350	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Mitsuokella	
ABWL02000011.84303.85559	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	
ABWN01000012.312.1822	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	
ABXI02000116.1.1285	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
AC145820.26622.28093	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	Incertae Sedis	Incertae Sedis	
ACBX02000025.1.1217	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	
ACBZ01000217.267.1788	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
ACCF01000268.3369.4627	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	
ACCJ01000522.48.1565	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	
ACCK01000460.1.1313	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	
ACDP02000005.388.1906	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	
ACFE01000007.338.1763	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	
ACGI01000130.79.1442	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	
ACGV01000168.71.1473	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	
ACIP02000003.114175.115697	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia	
ACKS01000100.344.1864	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
ACKT01000055.15.1310	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	
ACLA01000028.1.1216	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	
ACON01000003.712136.713636	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] saphenum group	
ACTH01000059.589.2110	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Extibacter	
ACUX02000006.1.1301	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	
ADBC01000153.367.1631	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	
ADFR01000011.3460.4852	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	
ADGI01000045.4219.5736	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	
ADLN01000129.202.1639	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	
AE000513.2467934.2469435	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
AE015928.3034714.3036195	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
AEON01000002.393494.395009	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	
AEUH01000060.4040.5574	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	
AF000221.1.1418	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
AF010252.1.1373	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	
AF023052.1.1471	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	
AF032127.1.1469	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	
AF035054.1.1416	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	
AF047850.1.1200	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
AF061347.1.1502	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	
AF072471.1.1420	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
AF073448.1.1435	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	
AF101240.1.1465	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	
AF109792.1.1461	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Dermatophilaceae	Kineosphaera	
AF125590.1.1459	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	
AF125593.1.1421	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	
AF127912.1.1614	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
AF129443.1.1436	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	
AF129444.1.1436	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	
AF129868.1.1462	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Incertae Sedis	
AF132232.1.1493	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
AF132261.1.1437	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	
AF132263.1.1446	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
AF132270.1.1279	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	
AF132280.1.1277	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group	
AF132281.1.1427	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	
AF132283.1.1280	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	
AF132284.1.1359	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	
AF142062.1.1430	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
AF143835.1.1303	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculum	
AF145752.1.1280	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	
AF153858.1.1349	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
AF175281.1.1339	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	
AF175403.1.1471	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	
AF186072.1.1492	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
AF192152.1.1542	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	
AF206305.1.1461	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	
AF207074.1.1392	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	
AF231131.1.1494	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	
AF233876.1.1443	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	
AF251035.1.1484	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Cellulomonadaceae	Tropheryma	
AF253365.1.1402	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
AF275894.1.1267	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
AF287762.1.1511	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII UCG-001	
AF287769.1.1493	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Howardella	
AF287772.1.1541	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	
AF287775.1.1476	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Johnsonella	
AF321038.1.1379	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
AF338413.1.1408	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Anaeroglobus	
AF348748.1.1327	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
AF349756.1.1335	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	
AF349930.1.1400	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
AF349933.1.1228	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	
AF349937.1.1220	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	
AF354055.1.1752	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
AF359941.1.1346	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Actinobacillus	
AF371524.1.1337	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
AF371526.1.1384	Bacteria	Bacillota	Bacilli	RF39	Incertae Sedis	Incertae Sedis	
AF371544.1.1441	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
AF371549.1.1455	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
AF371626.1.1448	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
AF371628.1.1465	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	
AF371633.1.1455	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
AF371634.1.1454	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
AF371637.1.1465	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	
AF371644.1.1419	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] eligens group	
AF371648.1.1457	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	
AF371654.1.1443	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] ruminantium group	
AF371660.1.1453	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	
AF371675.1.1449	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] xylanophilum group	
AF371677.1.1456	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] xylanophilum group	
AF371678.1.1465	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] xylanophilum group	
AF371679.1.1429	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	
AF371681.1.1418	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	
AF371688.1.1398	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII UCG-001	
AF371714.1.1434	Bacteria	Bacillota	Clostridia	Clostridia vadinBB60 group	Incertae Sedis	Incertae Sedis	
AF371720.1.1436	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
AF371735.1.1453	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
AF371741.1.1423	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
AF371743.1.1426	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
AF371744.1.1240	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
AF371746.1.1412	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
AF371754.1.1432	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
AF371756.1.1451	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
AF371757.1.1435	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	
AF371758.1.1352	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	
AF371779.1.1452	Bacteria	Bacillota	Clostridia	Oscillospirales	UCG-010	Incertae Sedis	
AF371790.1.1446	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	
AF371793.1.1451	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	
AF371802.1.1417	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospira	
AF371803.1.1457	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
AF371804.1.1446	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Incertae Sedis	
AF371806.1.1454	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Incertae Sedis	
AF371811.1.1357	Bacteria	Bacillota	Clostridia	Clostridia UCG-014	Incertae Sedis	Incertae Sedis	
AF371814.1.1377	Bacteria	Bacillota	Clostridia	Clostridia UCG-014	Incertae Sedis	Incertae Sedis	
AF371817.1.1388	Bacteria	Bacillota	Clostridia	Clostridia UCG-014	Incertae Sedis	Incertae Sedis	
AF371821.1.1408	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	
